SA2_MAINCODE_2016,SA2_NAME_2016,RA_CODE_2016,RA_NAME_2016,RATIO,PERCENTAGE
208011172,Hampton,20,Major Cities of Australia,1,100
208011173,Sandringham - Black Rock,20,Major Cities of Australia,1,100
208021174,Bentleigh - McKinnon,20,Major Cities of Australia,1,100
208021176,Carnegie,20,Major Cities of Australia,1,100
208021177,Caulfield - North,20,Major Cities of Australia,1,100
208021178,Caulfield - South,20,Major Cities of Australia,1,100
208021179,Elsternwick,20,Major Cities of Australia,1,100
208021180,Hughesdale,20,Major Cities of Australia,1,100
208021181,Murrumbeena,20,Major Cities of Australia,1,100
208021182,Ormond - Glen Huntly,20,Major Cities of Australia,1,100
208021426,Bentleigh East (North),20,Major Cities of Australia,1,100
208021427,Bentleigh East (South),20,Major Cities of Australia,1,100
208031183,Aspendale Gardens - Waterways,20,Major Cities of Australia,1,100
208031184,Braeside,20,Major Cities of Australia,1,100
208031185,Carrum - Patterson Lakes,20,Major Cities of Australia,1,100
208031186,Chelsea - Bonbeach,20,Major Cities of Australia,1,100
208031187,Chelsea Heights,20,Major Cities of Australia,1,100
208031188,Cheltenham - Highett (East),20,Major Cities of Australia,1,100
208031189,Edithvale - Aspendale,20,Major Cities of Australia,1,100
208031190,Mentone,20,Major Cities of Australia,1,100
208031191,Moorabbin - Heatherton,20,Major Cities of Australia,1,100
208031192,Moorabbin Airport,20,Major Cities of Australia,1,100
208031193,Mordialloc - Parkdale,20,Major Cities of Australia,1,100
208041194,Malvern - Glen Iris,20,Major Cities of Australia,1,100
208041195,Malvern East,20,Major Cities of Australia,1,100
209011196,Bundoora - East,20,Major Cities of Australia,1,100
209011197,Greensborough,20,Major Cities of Australia,1,100
209011198,Heidelberg - Rosanna,20,Major Cities of Australia,1,100
209011199,Heidelberg West,20,Major Cities of Australia,1,100
209011200,Ivanhoe,20,Major Cities of Australia,1,100
209011201,Ivanhoe East - Eaglemont,20,Major Cities of Australia,1,100
209011202,Montmorency - Briar Hill,20,Major Cities of Australia,1,100
209011203,Viewbank - Yallambie,20,Major Cities of Australia,1,100
209011204,Watsonia,20,Major Cities of Australia,1,100
209021205,Kingsbury,20,Major Cities of Australia,1,100
209021207,Reservoir - East,20,Major Cities of Australia,1,100
209021208,Reservoir - West,20,Major Cities of Australia,1,100
209021428,Preston - East,20,Major Cities of Australia,1,100
209021429,Preston - West,20,Major Cities of Australia,1,100
209031209,Eltham,20,Major Cities of Australia,1,100
209031210,Hurstbridge,20,Major Cities of Australia,1,100
209031211,Kinglake,21,Inner Regional Australia,1,100
209031212,Panton Hill - St Andrews,20,Major Cities of Australia,0.2978311,29.783115
209031212,Panton Hill - St Andrews,21,Inner Regional Australia,0.7021689,70.216885
209031213,Plenty - Yarrambat,20,Major Cities of Australia,1,100
209031214,Research - North Warrandyte,20,Major Cities of Australia,1,100
209031215,Wattle Glen - Diamond Creek,20,Major Cities of Australia,1,100
209041216,Bundoora - North,20,Major Cities of Australia,1,100
209041217,Bundoora - West,20,Major Cities of Australia,1,100
209041219,Lalor,20,Major Cities of Australia,1,100
209041220,Mill Park - North,20,Major Cities of Australia,1,100
209041221,Mill Park - South,20,Major Cities of Australia,1,100
209041223,Thomastown,20,Major Cities of Australia,1,100
209041224,Wallan,20,Major Cities of Australia,0.6421831,64.2183116
209041224,Wallan,21,Inner Regional Australia,0.3578169,35.7816884
209041225,Whittlesea,20,Major Cities of Australia,0.0722195,7.2219527
209041225,Whittlesea,21,Inner Regional Australia,0.9277805,92.7780473
209041430,Doreen,20,Major Cities of Australia,1,100
209041431,Epping - East,20,Major Cities of Australia,1,100
209041432,Epping - South,20,Major Cities of Australia,1,100
209041433,Epping - West,20,Major Cities of Australia,1,100
209041434,Mernda,20,Major Cities of Australia,1,100
209041435,South Morang (North),20,Major Cities of Australia,1,100
209041436,South Morang (South),20,Major Cities of Australia,1,100
209041437,Wollert,20,Major Cities of Australia,1,100
210011226,Airport West,20,Major Cities of Australia,1,100
210011227,Essendon Airport,20,Major Cities of Australia,1,100
210011228,Keilor,20,Major Cities of Australia,1,100
210011229,Keilor East,20,Major Cities of Australia,1,100
210011230,Niddrie - Essendon West,20,Major Cities of Australia,1,100
210011231,Strathmore,20,Major Cities of Australia,1,100
210021232,Gisborne,21,Inner Regional Australia,1,100
210021233,Macedon,21,Inner Regional Australia,1,100
210021234,Riddells Creek,21,Inner Regional Australia,1,100
210021235,Romsey,21,Inner Regional Australia,1,100
210031236,Coburg North,20,Major Cities of Australia,1,100
210031237,Fawkner,20,Major Cities of Australia,1,100
210031239,Pascoe Vale,20,Major Cities of Australia,1,100
210031438,Glenroy,20,Major Cities of Australia,1,100
210031439,Gowanbrae,20,Major Cities of Australia,1,100
210031440,Hadfield,20,Major Cities of Australia,1,100
210041240,Sunbury,20,Major Cities of Australia,0.9691305,96.9130458
210041240,Sunbury,21,Inner Regional Australia,0.0308695,3.0869542
210041241,Sunbury - South,20,Major Cities of Australia,0.9886496,98.8649613
210041241,Sunbury - South,21,Inner Regional Australia,0.0113504,1.1350387
210051242,Broadmeadows,20,Major Cities of Australia,1,100
210051243,Campbellfield - Coolaroo,20,Major Cities of Australia,1,100
210051245,Gladstone Park - Westmeadows,20,Major Cities of Australia,1,100
210051246,Greenvale - Bulla,20,Major Cities of Australia,1,100
210051247,Meadow Heights,20,Major Cities of Australia,1,100
210051248,Melbourne Airport,20,Major Cities of Australia,1,100
210051249,Roxburgh Park - Somerton,20,Major Cities of Australia,1,100
210051250,Tullamarine,20,Major Cities of Australia,1,100
210051441,Craigieburn - Central,20,Major Cities of Australia,1,100
210051442,Craigieburn - North,20,Major Cities of Australia,1,100
210051443,Craigieburn - South,20,Major Cities of Australia,1,100
210051444,Craigieburn - West,20,Major Cities of Australia,1,100
210051445,Mickleham - Yuroke,20,Major Cities of Australia,1,100
211011251,Bayswater,20,Major Cities of Australia,1,100
211011254,Knoxfield - Scoresby,20,Major Cities of Australia,1,100
211011255,Lysterfield,20,Major Cities of Australia,1,100
211011256,Rowville - Central,20,Major Cities of Australia,1,100
211011257,Rowville - North,20,Major Cities of Australia,1,100
211011258,Rowville - South,20,Major Cities of Australia,1,100
211011259,Wantirna,20,Major Cities of Australia,1,100
211011260,Wantirna South,20,Major Cities of Australia,1,100
211011446,Boronia,20,Major Cities of Australia,1,100
211011447,Ferntree Gully (North),20,Major Cities of Australia,1,100
211011448,Ferntree Gully (South) - Upper Ferntree Gully,20,Major Cities of Australia,1,100
211011449,The Basin,20,Major Cities of Australia,1,100
211021261,Donvale - Park Orchards,20,Major Cities of Australia,1,100
211021262,Warrandyte - Wonga Park,20,Major Cities of Australia,0.9810926,98.109264
211021262,Warrandyte - Wonga Park,21,Inner Regional Australia,0.0189074,1.890736
211031263,Bayswater North,20,Major Cities of Australia,1,100
211031265,Croydon Hills - Warranwood,20,Major Cities of Australia,1,100
211031266,Ringwood,20,Major Cities of Australia,1,100
211031267,Ringwood East,20,Major Cities of Australia,1,100
211031268,Ringwood North,20,Major Cities of Australia,1,100
211031450,Croydon - East,20,Major Cities of Australia,1,100
211031451,Croydon - West,20,Major Cities of Australia,1,100
211031452,Croydon South,20,Major Cities of Australia,1,100
211041269,Forest Hill,20,Major Cities of Australia,1,100
211041270,Mitcham (Vic.),20,Major Cities of Australia,1,100
211041271,Nunawading,20,Major Cities of Australia,1,100
211041272,Vermont,20,Major Cities of Australia,1,100
211041273,Vermont South,20,Major Cities of Australia,1,100
211051274,Belgrave - Selby,20,Major Cities of Australia,1,100
211051275,Chirnside Park,20,Major Cities of Australia,1,100
211051276,Healesville - Yarra Glen,21,Inner Regional Australia,1,100
211051277,Kilsyth,20,Major Cities of Australia,1,100
211051278,Lilydale - Coldstream,20,Major Cities of Australia,0.9826923,98.2692307
211051278,Lilydale - Coldstream,21,Inner Regional Australia,0.0173077,1.7307693
211051279,Monbulk - Silvan,20,Major Cities of Australia,1,100
211051280,Montrose,20,Major Cities of Australia,1,100
211051281,Mooroolbark,20,Major Cities of Australia,1,100
211051282,Mount Dandenong - Olinda,20,Major Cities of Australia,1,100
211051283,Mount Evelyn,20,Major Cities of Australia,1,100
211051284,Upwey - Tecoma,20,Major Cities of Australia,1,100
211051285,Wandin - Seville,20,Major Cities of Australia,0.8667976,86.6797618
211051285,Wandin - Seville,21,Inner Regional Australia,0.1332024,13.3202382
211051286,Yarra Valley,21,Inner Regional Australia,1,100
212011287,Beaconsfield - Officer,20,Major Cities of Australia,1,100
212011288,Bunyip - Garfield,21,Inner Regional Australia,1,100
212011289,Emerald - Cockatoo,20,Major Cities of Australia,0.9044763,90.4476314
212011289,Emerald - Cockatoo,21,Inner Regional Australia,0.0955237,9.5523686
212011290,Koo Wee Rup,21,Inner Regional Australia,1,100
212011291,Pakenham - North,20,Major Cities of Australia,1,100
212011292,Pakenham - South,20,Major Cities of Australia,0.9931747,99.3174659
212011292,Pakenham - South,21,Inner Regional Australia,0.0068253,0.6825341
212021293,Berwick - North,20,Major Cities of Australia,1,100
212021294,Berwick - South,20,Major Cities of Australia,1,100
212021295,Doveton,20,Major Cities of Australia,1,100
212021297,Hallam,20,Major Cities of Australia,1,100
212021299,Narre Warren North,20,Major Cities of Australia,1,100
212021453,Endeavour Hills - North,20,Major Cities of Australia,1,100
212021454,Endeavour Hills - South,20,Major Cities of Australia,1,100
212021455,Narre Warren - North East,20,Major Cities of Australia,1,100
212021456,Narre Warren - South West,20,Major Cities of Australia,1,100
212031300,Cranbourne,20,Major Cities of Australia,1,100
212031301,Cranbourne East,20,Major Cities of Australia,1,100
212031302,Cranbourne North,20,Major Cities of Australia,1,100
212031303,Cranbourne South,20,Major Cities of Australia,1,100
212031304,Cranbourne West,20,Major Cities of Australia,1,100
212031305,Hampton Park - Lynbrook,20,Major Cities of Australia,1,100
212031306,Lynbrook - Lyndhurst,20,Major Cities of Australia,1,100
212031308,Pearcedale - Tooradin,20,Major Cities of Australia,0.6267459,62.6745933
212031308,Pearcedale - Tooradin,21,Inner Regional Australia,0.3732541,37.3254067
212031457,Narre Warren South (East),20,Major Cities of Australia,1,100
212031458,Narre Warren South (West),20,Major Cities of Australia,1,100
212041309,Clarinda - Oakleigh South,20,Major Cities of Australia,1,100
212041310,Clayton South,20,Major Cities of Australia,1,100
212041311,Dandenong,20,Major Cities of Australia,1,100
212041312,Dandenong North,20,Major Cities of Australia,1,100
212041313,Dingley Village,20,Major Cities of Australia,1,100
212041314,Keysborough,20,Major Cities of Australia,1,100
212041316,Noble Park North,20,Major Cities of Australia,1,100
212041317,Springvale,20,Major Cities of Australia,1,100
212041318,Springvale South,20,Major Cities of Australia,1,100
212041459,Noble Park - East,20,Major Cities of Australia,1,100
212041460,Noble Park - West,20,Major Cities of Australia,1,100
212051319,Ashwood - Chadstone,20,Major Cities of Australia,1,100
212051320,Clayton,20,Major Cities of Australia,1,100
212051321,Glen Waverley - East,20,Major Cities of Australia,1,100
212051322,Glen Waverley - West,20,Major Cities of Australia,1,100
212051323,Mount Waverley - North,20,Major Cities of Australia,1,100
212051324,Mount Waverley - South,20,Major Cities of Australia,1,100
212051325,Mulgrave,20,Major Cities of Australia,1,100
212051326,Oakleigh - Huntingdale,20,Major Cities of Australia,1,100
212051327,Wheelers Hill,20,Major Cities of Australia,1,100
213011328,Ardeer - Albion,20,Major Cities of Australia,1,100
213011329,Cairnlea,20,Major Cities of Australia,1,100
213011330,Deer Park - Derrimut,20,Major Cities of Australia,1,100
213011331,Delahey,20,Major Cities of Australia,1,100
213011332,Keilor Downs,20,Major Cities of Australia,1,100
213011333,Kings Park (Vic.),20,Major Cities of Australia,1,100
213011334,St Albans - North,20,Major Cities of Australia,1,100
213011335,St Albans - South,20,Major Cities of Australia,1,100
213011336,Sunshine,20,Major Cities of Australia,1,100
213011337,Sunshine North,20,Major Cities of Australia,1,100
213011338,Sunshine West,20,Major Cities of Australia,1,100
213011339,Sydenham,20,Major Cities of Australia,1,100
213011340,Taylors Lakes,20,Major Cities of Australia,1,100
213021341,Altona,20,Major Cities of Australia,1,100
213021342,Altona Meadows,20,Major Cities of Australia,1,100
213021343,Altona North,20,Major Cities of Australia,1,100
213021344,Newport,20,Major Cities of Australia,1,100
213021345,Seabrook,20,Major Cities of Australia,1,100
213021346,Williamstown,20,Major Cities of Australia,1,100
213031347,Braybrook,20,Major Cities of Australia,1,100
213031348,Footscray,20,Major Cities of Australia,1,100
213031349,Maribyrnong,20,Major Cities of Australia,1,100
213031350,Seddon - Kingsville,20,Major Cities of Australia,1,100
213031351,West Footscray - Tottenham,20,Major Cities of Australia,1,100
213031352,Yarraville,20,Major Cities of Australia,1,100
213041353,Bacchus Marsh,20,Major Cities of Australia,0.907131,90.7130983
213041353,Bacchus Marsh,21,Inner Regional Australia,0.092869,9.2869017
213041355,Hillside,20,Major Cities of Australia,1,100
213041356,Melton,20,Major Cities of Australia,0.978316,97.8316045
213041356,Melton,21,Inner Regional Australia,0.021684,2.1683955
213041357,Melton South,20,Major Cities of Australia,0.8847384,88.4738357
213041357,Melton South,21,Inner Regional Australia,0.1152616,11.5261643
213041358,Melton West,20,Major Cities of Australia,1,100
213041359,Rockbank - Mount Cottrell,20,Major Cities of Australia,1,100
213041360,Taylors Hill,20,Major Cities of Australia,1,100
213041461,Burnside,20,Major Cities of Australia,1,100
213041462,Burnside Heights,20,Major Cities of Australia,1,100
213041463,Caroline Springs,20,Major Cities of Australia,1,100
213051361,Hoppers Crossing - North,20,Major Cities of Australia,1,100
213051362,Hoppers Crossing - South,20,Major Cities of Australia,1,100
213051363,Laverton,20,Major Cities of Australia,1,100
213051365,Tarneit,20,Major Cities of Australia,1,100
213051366,Truganina,20,Major Cities of Australia,1,100
213051368,Werribee - South,20,Major Cities of Australia,0.8932814,89.3281386
213051368,Werribee - South,21,Inner Regional Australia,0.1067186,10.6718614
213051369,Wyndham Vale,20,Major Cities of Australia,0.9910223,99.1022275
213051369,Wyndham Vale,21,Inner Regional Australia,0.0089777,0.8977725
213051464,Point Cook - East,20,Major Cities of Australia,1,100
213051465,Point Cook - North,20,Major Cities of Australia,1,100
213051466,Point Cook - South,20,Major Cities of Australia,1,100
213051467,Werribee - East,20,Major Cities of Australia,1,100
213051468,Werribee - West,20,Major Cities of Australia,0.8635364,86.3536428
213051468,Werribee - West,21,Inner Regional Australia,0.1364636,13.6463572
214011370,Carrum Downs,20,Major Cities of Australia,1,100
214011371,Frankston,20,Major Cities of Australia,1,100
214011372,Frankston North,20,Major Cities of Australia,1,100
214011373,Frankston South,20,Major Cities of Australia,1,100
214011374,Langwarrin,20,Major Cities of Australia,1,100
214011375,Seaford (Vic.),20,Major Cities of Australia,1,100
214011376,Skye - Sandhurst,20,Major Cities of Australia,1,100
214021377,Dromana,20,Major Cities of Australia,1,100
214021378,Flinders,20,Major Cities of Australia,0.0994054,9.9405361
214021378,Flinders,21,Inner Regional Australia,0.9005946,90.0594639
214021379,Hastings - Somers,20,Major Cities of Australia,1,100
214021380,Mornington,20,Major Cities of Australia,1,100
214021381,Mount Eliza,20,Major Cities of Australia,1,100
214021382,Mount Martha,20,Major Cities of Australia,1,100
214021383,Point Nepean,20,Major Cities of Australia,1,100
214021384,Rosebud - McCrae,20,Major Cities of Australia,1,100
214021385,Somerville,20,Major Cities of Australia,1,100
215011386,Ararat,21,Inner Regional Australia,1,100
215011387,Ararat Region,21,Inner Regional Australia,0.3941213,39.4121347
215011387,Ararat Region,22,Outer Regional Australia,0.6058787,60.5878653
215011388,Horsham,22,Outer Regional Australia,1,100
215011389,Horsham Region,22,Outer Regional Australia,1,100
215011390,Nhill Region,22,Outer Regional Australia,0.8942307,89.4230654
215011390,Nhill Region,23,Remote Australia,0.1057693,10.5769346
215011391,St Arnaud,22,Outer Regional Australia,1,100
215011392,Stawell,21,Inner Regional Australia,0.8920952,89.2095183
215011392,Stawell,22,Outer Regional Australia,0.1079048,10.7904817
215011393,West Wimmera,22,Outer Regional Australia,1,100
215011394,Yarriambiack,22,Outer Regional Australia,1,100
215021395,Irymple,22,Outer Regional Australia,1,100
215021396,Merbein,22,Outer Regional Australia,1,100
215021398,Mildura Region,22,Outer Regional Australia,0.8137204,81.3720374
215021398,Mildura Region,23,Remote Australia,0.1862796,18.6279626
215021399,Red Cliffs,22,Outer Regional Australia,1,100
215021469,Mildura - North,22,Outer Regional Australia,1,100
215021470,Mildura - South,22,Outer Regional Australia,1,100
215031400,Buloke,22,Outer Regional Australia,1,100
215031401,Gannawarra,22,Outer Regional Australia,1,100
215031402,Kerang,22,Outer Regional Australia,1,100
215031403,Robinvale,22,Outer Regional Australia,1,100
215031404,Swan Hill,22,Outer Regional Australia,1,100
215031405,Swan Hill Region,22,Outer Regional Australia,1,100
216011406,Echuca,21,Inner Regional Australia,1,100
216011407,Kyabram,21,Inner Regional Australia,1,100
216011408,Lockington - Gunbower,21,Inner Regional Australia,0.8561698,85.616981
216011408,Lockington - Gunbower,22,Outer Regional Australia,0.1438302,14.383019
216011409,Rochester,21,Inner Regional Australia,1,100
216011410,Rushworth,21,Inner Regional Australia,1,100
216021411,Cobram,21,Inner Regional Australia,1,100
216021412,Moira,21,Inner Regional Australia,1,100
216021413,Numurkah,21,Inner Regional Australia,0.9240755,92.4075474
216021413,Numurkah,22,Outer Regional Australia,0.0759245,7.5924526
216021414,Yarrawonga,21,Inner Regional Australia,1,100
216031415,Mooroopna,21,Inner Regional Australia,1,100
216031416,Shepparton - North,21,Inner Regional Australia,1,100
216031417,Shepparton - South,21,Inner Regional Australia,1,100
216031418,Shepparton Region - East,21,Inner Regional Australia,1,100
216031419,Shepparton Region - West,21,Inner Regional Australia,1,100
217011420,Glenelg (Vic.),22,Outer Regional Australia,1,100
217011421,Hamilton (Vic.),21,Inner Regional Australia,1,100
217011422,Portland,22,Outer Regional Australia,1,100
217011423,Southern Grampians,21,Inner Regional Australia,0.0706737,7.0673724
217011423,Southern Grampians,22,Outer Regional Australia,0.9293263,92.9326276
217031471,Camperdown,21,Inner Regional Australia,1,100
217031472,Colac,21,Inner Regional Australia,1,100
217031473,Colac Region,21,Inner Regional Australia,1,100
217031474,Corangamite - North,21,Inner Regional Australia,0.7994424,79.9442387
217031474,Corangamite - North,22,Outer Regional Australia,0.2005576,20.0557613
217031475,Corangamite - South,21,Inner Regional Australia,0.513007,51.3007005
217031475,Corangamite - South,22,Outer Regional Australia,0.486993,48.6992995
217031476,Otway,21,Inner Regional Australia,0.8264195,82.6419465
217031476,Otway,22,Outer Regional Australia,0.1735805,17.3580535
217041477,Moyne - East,21,Inner Regional Australia,0.8377768,83.7776766
217041477,Moyne - East,22,Outer Regional Australia,0.1622232,16.2223234
217041478,Moyne - West,21,Inner Regional Australia,0.8200445,82.0044535
217041478,Moyne - West,22,Outer Regional Australia,0.1799555,17.9955465
217041479,Warrnambool - North,21,Inner Regional Australia,1,100
217041480,Warrnambool - South,21,Inner Regional Australia,1,100
301011001,Alexandra Hills,30,Major Cities of Australia,1,100
301011002,Belmont - Gumdale,30,Major Cities of Australia,1,100
301011003,Birkdale,30,Major Cities of Australia,1,100
301011004,Capalaba,30,Major Cities of Australia,1,100
301011005,Thorneside,30,Major Cities of Australia,1,100
301011006,Wellington Point,30,Major Cities of Australia,1,100
301021007,Cleveland,30,Major Cities of Australia,1,100
301021008,Ormiston,30,Major Cities of Australia,1,100
301021009,Redland Bay,30,Major Cities of Australia,0.9823975,98.2397543
301021009,Redland Bay,31,Inner Regional Australia,0.0176025,1.7602457
301021011,Sheldon - Mount Cotton,30,Major Cities of Australia,1,100
301021012,Thornlands,30,Major Cities of Australia,1,100
301021013,Victoria Point,30,Major Cities of Australia,1,100
301021527,Redland Islands,31,Inner Regional Australia,0.3826203,38.2620281
301021527,Redland Islands,32,Outer Regional Australia,0.3839504,38.3950392
301021527,Redland Islands,33,Remote Australia,0.2334293,23.3429326
301031014,Brisbane Port - Lytton,30,Major Cities of Australia,0.9999973,99.9997273
301031015,Manly - Lota,30,Major Cities of Australia,1,100
301031016,Manly West,30,Major Cities of Australia,1,100
301031017,Murarrie,30,Major Cities of Australia,1,100
301031018,Tingalpa,30,Major Cities of Australia,1,100
301031019,Wakerley,30,Major Cities of Australia,1,100
301031020,Wynnum,30,Major Cities of Australia,1,100
301031021,Wynnum West - Hemmant,30,Major Cities of Australia,1,100
302011022,Bald Hills,30,Major Cities of Australia,1,100
302011023,Bridgeman Downs,30,Major Cities of Australia,1,100
302011024,Carseldine,30,Major Cities of Australia,1,100
302011025,Everton Park,30,Major Cities of Australia,1,100
302011026,McDowall,30,Major Cities of Australia,1,100
302021027,Aspley,30,Major Cities of Australia,1,100
302021028,Chermside,30,Major Cities of Australia,1,100
302021029,Chermside West,30,Major Cities of Australia,1,100
302021030,Geebung,30,Major Cities of Australia,1,100
302021031,Kedron - Gordon Park,30,Major Cities of Australia,1,100
302021032,Stafford,30,Major Cities of Australia,1,100
302021033,Stafford Heights,30,Major Cities of Australia,1,100
302021034,Wavell Heights,30,Major Cities of Australia,1,100
302031035,Boondall,30,Major Cities of Australia,1,100
302031036,Brisbane Airport,30,Major Cities of Australia,1,100
302031037,Eagle Farm - Pinkenba,30,Major Cities of Australia,1,100
302031038,Northgate - Virginia,30,Major Cities of Australia,1,100
302031039,Nudgee - Banyo,30,Major Cities of Australia,1,100
302031040,Nundah,30,Major Cities of Australia,1,100
302041041,Bracken Ridge,30,Major Cities of Australia,1,100
302041042,Brighton (Qld),30,Major Cities of Australia,1,100
302041043,Deagon,30,Major Cities of Australia,1,100
302041044,Sandgate - Shorncliffe,30,Major Cities of Australia,1,100
302041045,Taigum - Fitzgibbon,30,Major Cities of Australia,1,100
302041046,Zillmere,30,Major Cities of Australia,1,100
303011047,Camp Hill,30,Major Cities of Australia,1,100
303011048,Cannon Hill,30,Major Cities of Australia,1,100
303011049,Carina,30,Major Cities of Australia,1,100
303011050,Carina Heights,30,Major Cities of Australia,1,100
303011051,Carindale,30,Major Cities of Australia,1,100
303021052,Annerley,30,Major Cities of Australia,1,100
303021053,Coorparoo,30,Major Cities of Australia,1,100
303021054,Fairfield - Dutton Park,30,Major Cities of Australia,1,100
303021055,Greenslopes,30,Major Cities of Australia,1,100
303021056,Holland Park,30,Major Cities of Australia,1,100
303021057,Holland Park West,30,Major Cities of Australia,1,100
303021058,Woolloongabba,30,Major Cities of Australia,1,100
303021059,Yeronga,30,Major Cities of Australia,1,100
303031060,Eight Mile Plains,30,Major Cities of Australia,1,100
303031061,Macgregor (Qld),30,Major Cities of Australia,1,100
303031062,Mansfield (Qld),30,Major Cities of Australia,1,100
303031063,Mount Gravatt,30,Major Cities of Australia,1,100
303031064,Rochedale - Burbank,30,Major Cities of Australia,1,100
303031065,Upper Mount Gravatt,30,Major Cities of Australia,1,100
303031066,Wishart,30,Major Cities of Australia,1,100
303041067,Coopers Plains,30,Major Cities of Australia,1,100
303041068,Moorooka,30,Major Cities of Australia,1,100
303041069,Robertson,30,Major Cities of Australia,1,100
303041070,Salisbury - Nathan,30,Major Cities of Australia,1,100
303041071,Tarragindi,30,Major Cities of Australia,1,100
303051072,Algester,30,Major Cities of Australia,1,100
303051073,Calamvale - Stretton,30,Major Cities of Australia,1,100
303051074,Pallara - Willawong,30,Major Cities of Australia,1,100
303051075,Parkinson - Drewvale,30,Major Cities of Australia,1,100
303051076,Rocklea - Acacia Ridge,30,Major Cities of Australia,1,100
303061077,Kuraby,30,Major Cities of Australia,1,100
303061078,Runcorn,30,Major Cities of Australia,1,100
303061079,Sunnybank,30,Major Cities of Australia,1,100
303061080,Sunnybank Hills,30,Major Cities of Australia,1,100
304011081,Jindalee - Mount Ommaney,30,Major Cities of Australia,1,100
304011082,Middle Park - Jamboree Heights,30,Major Cities of Australia,1,100
304011083,Riverhills,30,Major Cities of Australia,1,100
304011084,Seventeen Mile Rocks - Sinnamon Park,30,Major Cities of Australia,1,100
304011085,Westlake,30,Major Cities of Australia,1,100
304021086,Bellbowrie - Moggill,30,Major Cities of Australia,1,100
304021087,Brookfield - Kenmore Hills,30,Major Cities of Australia,0.9669129,96.6912859
304021087,Brookfield - Kenmore Hills,31,Inner Regional Australia,0.0330871,3.3087141
304021088,Chapel Hill,30,Major Cities of Australia,1,100
304021089,Fig Tree Pocket,30,Major Cities of Australia,1,100
304021090,Kenmore,30,Major Cities of Australia,1,100
304021091,Pinjarra Hills - Pullenvale,30,Major Cities of Australia,1,100
304031092,Chelmer - Graceville,30,Major Cities of Australia,1,100
304031093,Corinda,30,Major Cities of Australia,1,100
304031094,Indooroopilly,30,Major Cities of Australia,1,100
304031095,Sherwood,30,Major Cities of Australia,1,100
304031096,St Lucia,30,Major Cities of Australia,1,100
304031097,Taringa,30,Major Cities of Australia,1,100
304041098,Enoggera,30,Major Cities of Australia,1,100
304041099,Enoggera Reservoir,31,Inner Regional Australia,1,100
304041100,Keperra,30,Major Cities of Australia,1,100
304041101,Mitchelton,30,Major Cities of Australia,1,100
304041102,Mount Coot-tha,30,Major Cities of Australia,1,100
304041103,The Gap,30,Major Cities of Australia,1,100
304041104,Upper Kedron - Ferny Grove,30,Major Cities of Australia,1,100
305011105,Brisbane City,30,Major Cities of Australia,1,100
305011106,Fortitude Valley,30,Major Cities of Australia,1,100
305011107,Highgate Hill,30,Major Cities of Australia,1,100
305011108,Kangaroo Point,30,Major Cities of Australia,1,100
305011109,New Farm,30,Major Cities of Australia,1,100
305011110,South Brisbane,30,Major Cities of Australia,1,100
305011111,Spring Hill,30,Major Cities of Australia,1,100
305011112,West End,30,Major Cities of Australia,1,100
305021113,Balmoral,30,Major Cities of Australia,1,100
305021114,Bulimba,30,Major Cities of Australia,1,100
305021115,East Brisbane,30,Major Cities of Australia,1,100
305021116,Hawthorne,30,Major Cities of Australia,1,100
305021117,Morningside - Seven Hills,30,Major Cities of Australia,1,100
305021118,Norman Park,30,Major Cities of Australia,1,100
305031119,Albion,30,Major Cities of Australia,1,100
305031120,Alderley,30,Major Cities of Australia,1,100
305031121,Ascot,30,Major Cities of Australia,1,100
305031122,Clayfield,30,Major Cities of Australia,1,100
305031123,Grange,30,Major Cities of Australia,1,100
305031124,Hamilton (Qld),30,Major Cities of Australia,1,100
305031125,Hendra,30,Major Cities of Australia,1,100
305031126,Kelvin Grove - Herston,30,Major Cities of Australia,1,100
305031127,Newmarket,30,Major Cities of Australia,1,100
305031128,Newstead - Bowen Hills,30,Major Cities of Australia,1,100
305031129,Wilston,30,Major Cities of Australia,1,100
305031130,Windsor,30,Major Cities of Australia,1,100
305031131,Wooloowin - Lutwyche,30,Major Cities of Australia,1,100
305041132,Ashgrove,30,Major Cities of Australia,1,100
305041133,Auchenflower,30,Major Cities of Australia,1,100
305041134,Bardon,30,Major Cities of Australia,1,100
305041135,Paddington - Milton,30,Major Cities of Australia,1,100
305041136,Red Hill (Qld),30,Major Cities of Australia,1,100
305041137,Toowong,30,Major Cities of Australia,1,100
306011138,Brinsmead,32,Outer Regional Australia,1,100
306011139,Clifton Beach - Kewarra Beach,32,Outer Regional Australia,1,100
306011140,Freshwater - Stratford,32,Outer Regional Australia,1,100
306011141,Redlynch,32,Outer Regional Australia,1,100
306011142,Trinity Beach - Smithfield,32,Outer Regional Australia,1,100
306011143,Yorkeys Knob - Machans Beach,32,Outer Regional Australia,1,100
306021144,Bentley Park,32,Outer Regional Australia,1,100
306021145,Cairns City,32,Outer Regional Australia,1,100
306021146,Earlville - Bayview Heights,32,Outer Regional Australia,1,100
306021147,Edmonton,32,Outer Regional Australia,1,100
306021148,Gordonvale - Trinity,32,Outer Regional Australia,1,100
306021149,Kanimbla - Mooroobool,32,Outer Regional Australia,1,100
306021150,Lamb Range,32,Outer Regional Australia,1,100
306021151,Manoora,32,Outer Regional Australia,1,100
306021152,Manunda,32,Outer Regional Australia,1,100
